哈尔滨太阳岛景区,半天,哈尔滨市,0,,,,
黑河五大连池景区,半天,哈尔滨市,4.5,,,,
牡丹江宁安市镜泊湖景区,半天,哈尔滨市,5,长春市,6,,
伊春市汤旺河林海奇石景区,半天,伊春市,2.5,,,,
大兴安岭地区漠河北极村旅游景区,一天,五大连池市,18,,,,
东方明珠广播电视塔,半天,上海市,0,,,,
上海野生动物园,一天,上海市,0,,,,
上海科技馆,半天,上海市,0,,,,
苏州园林（拙政园－留园－虎丘）,半天,苏州市,0,,,,
苏州昆山周庄古镇景区,半天,苏州市,1,上海市,1.5,,
南京钟山—中山陵风景名胜区(明孝陵-音乐台-灵谷寺-梅花山-紫金山天文台),半天,南京市,0,,,,
中央电视台无锡影视基地三国水浒城景区,半天,无锡市,0,,,,
无锡灵山大佛景区,半天,无锡市,1,,,,
苏州吴江同里古镇景区,半天,苏州市,1,上海市,1.5,无锡市,1.5
南京夫子庙－秦淮河风光带(江南贡院-白鹭洲-中华门-瞻园-王谢故居),半天,南京市,0,,,,
常州环球恐龙城景区(中华恐龙园-恐龙谷温泉-恐龙城大剧院),半天,常州市,0,,,,
扬州瘦西湖风景区,半天,扬州市,0,,,,
南通市濠河风景区,半天,南通市,0,,,,
泰州姜堰区溱湖国家湿地公园,半天,泰州市,1,,,,
苏州市金鸡湖国家商务旅游示范区,半天,苏州市,0,,,,
镇江三山风景名胜区（金山－北固山－焦山）,一天,镇江市,0,,,,
无锡鼋头渚景区,半天,无锡市,0,,,,
苏州吴中太湖旅游区（旺山－穹窿山－东山）,一天,苏州市,0,,,,
苏州常熟沙家浜－虞山尚湖旅游区,一天,苏州市,0,,,,
常州溧阳市天目湖景区(天目湖-南山竹海-御水温泉),一天,常州市,0,,,,
镇江句容茅山景区,一天,镇江市,1,南京市,1.5,常州市,1.5
淮安市周恩来故里景区（周恩来纪念馆-周恩来故居-附马巷历史街区-河下古镇）,半天,淮安市,0,,,,
杭州西湖风景区,半天,杭州市,0,,,,
温州乐清市雁荡山风景区,一天,乐清市,1,,,,
舟山普陀山风景区,一天,舟山市,0,,,,
杭州淳安千岛湖风景区,一天,杭州市,2.5,黄山市,3,,
嘉兴桐乡乌镇古镇旅游区,半天,杭州市,1.5,苏州市,1.5,上海市,2
宁波奉化溪口－滕头旅游景区,半天,宁波市,1,,,,
金华东阳横店影视城景区,半天,杭州市,2,宁波市,2.5,温州市,2
嘉兴南湖旅游区,半天,嘉兴市,0,,,,
杭州西溪湿地旅游区,半天,杭州市,0,,,,
绍兴市鲁迅故里－沈园景区,半天,绍兴市,0,,,,
衢州市开化根宫佛国文化旅游区,半天,衢州市,1,,,,
湖州市南浔区南浔古镇景区,半天,湖州市,1,嘉兴市,1,苏州市,1
黄山市黄山风景区,一天,黄山市,1,,,,
池州青阳县九华山风景区,一天,池州市,1,,,,
安庆潜山县天柱山风景区,一天,潜山县,1,安庆市,2,,
黄山市黟县皖南古村落－西递宏村,一天,黄山市,1.5,,,,
六安市金寨县天堂寨旅游景区,一天,六安市,2.5,麻城市,2,,
宣城市绩溪县龙川景区,一天,杭州市,3.5,黄山市,1.5,,
阜阳市颍上县八里河风景区,半天,阜阳市,1.5,合肥市,2.5,,
黄山市古徽州文化旅游区（徽州古城－牌坊群鲍家花园－唐模－潜口民宅－呈坎）,半天,黄山市,0,,,,
厦门鼓浪屿风景名胜区,半天,厦门市,0,,,,
南平武夷山风景名胜区,一天,武夷山市,0,,,,
三明泰宁风景旅游区,一天,南平市,2.5,三明市,2.5,,
福建土楼（永定·南靖）旅游景区,一天,龙岩市,2,,,,
宁德屏南（白水洋·鸳鸯溪）旅游景区,一天,宁德市,2.5,,,,
泉州市清源山风景名胜区,一天,泉州市,0,,,,
宁德市福鼎太姥山旅游区,一天,宁德市,2,,,,
福州市三坊七巷景区,半天,福州市,0,,,,
九江庐山风景名胜区,一天,九江市,1,,,,
吉安井冈山风景旅游区,一天,井冈山市,0,,,,
上饶三清山旅游景区,一天,上饶市,1.5,衢州市,2,,
鹰潭市贵溪龙虎山风景名胜区,一天,贵溪市,0,,,,
上饶婺源县江湾景区,一天,黄山市,1,上饶市,3,衢州市,2
景德镇古窑民俗博览区,半天,景德镇市,0,,,,
赣州市瑞金市共和国摇篮景区,半天,瑞金市,0,,,,
泰安泰山景区,一天,泰安市,0,,,,
烟台蓬莱阁－三仙山－八仙过海旅游区,半天,蓬莱市,0,,,,
济宁曲阜明故城三孔旅游区,半天,曲阜市,0,,,,
青岛崂山景区,半天,青岛市,0,,,,
威海刘公岛景区,半天,威海市,0,,,,
烟台龙口南山景区,半天,烟台市,1.5,,,,
枣庄台儿庄古城景区,半天,枣庄市,1.5,,,,
济南天下第一泉景区（趵突泉－大明湖－五龙潭－环城公园-黑虎泉）,一天,济南市,0,,,,
山东沂蒙山旅游区（沂山景区－龟蒙景区－云蒙景区）,一天,潍坊市,2,,,,
郑州登封嵩山少林景区,一天,登封市,0,,,,
洛阳龙门石窟景区,半天,洛阳市,0,,,,
焦作(云台山－神农山－青天河)风景区,两天,郑州市,2,晋城市,2,,
安阳殷墟景区,半天,安阳市,0,,,,
洛阳嵩县白云山景区,半天,洛阳市,3,南阳市,3.5,平顶山市,3
开封清明上河园景区,半天,开封市,0,,,,
平顶山鲁山县尧山－中原大佛景区,一天,平顶山市,1.5,,,,
洛阳栾川县老君山－鸡冠洞旅游区,一天,洛阳市,2.5,平顶山市,3.5,,
洛阳新安县龙潭大峡谷景区,一天,洛阳市,2,,,,
南阳西峡伏牛山老界岭·恐龙遗址园旅游区,一天,南阳市,4,平顶山市,3,,
武汉黄鹤楼公园,半天,武汉市,0,,,,
宜昌三峡大坝旅游区,半天,宜昌市,1,,,,
宜昌三峡人家风景区,一天,宜昌市,1,,,,
十堰丹江口市武当山风景区,一天,十堰市,1,丹江口市,1,,
恩施土家族苗族自治州巴东神龙溪纤夫文化旅游区,半天,恩施市,3.5,宜昌市,3,,
神农架生态旅游区,两天,十堰市,4,宜昌市,4.5,,
宜昌长阳县清江画廊景区,半天,宜昌市,1.5,恩施市,3.5,,
武汉市东湖景区,半天,武汉市,0,,,,
宜昌秭归县屈原故里文化旅游区,半天,宜昌市,1,,,,
武汉市黄陂木兰文化生态旅游区,半天,武汉市,1.5,,,,
恩施土家族苗族自治州恩施大峡谷景区,一天,恩施市,2,,,,
张家界武陵源－天门山旅游区,两天,张家界市,1,,,,
衡阳南岳衡山旅游区,半天,衡阳市,1,长沙市,2.5,,
湘潭韶山旅游区,半天,长沙市,1.5,湘潭市,1.5,,
岳阳岳阳楼－君山岛景区,半天,岳阳市,0,,,,
长沙岳麓山－橘子洲旅游区,半天,长沙市,0,,,,
长沙市宁乡县花明楼景区,半天,长沙市,1,,,,
郴州市东江湖旅游区,半天,郴州市,1,,,,
广州长隆旅游度假区,一天,广州市,0,,,,
深圳华侨城旅游度假区,半天,深圳市,0,,,,
广州白云山景区,半天,广州市,0,,,,
梅州市梅县区雁南飞茶田景区,半天,梅州市,1,,,,
深圳观澜湖休闲旅游区,半天,深圳市,0,,,,
清远连州地下河旅游景区,半天,清远市,3,郴州市,2.5,,
韶关仁化丹霞山景区,半天,韶关市,1,,,,
佛山西樵山景区,半天,佛山市,0,,,,
惠州市罗浮山景区,一天,惠州市,1,,,,
佛山市德顺区长鹿旅游休博园,半天,佛山市,0,,,,
桂林漓江风景区,一天,桂林市,0,,,,
桂林兴安县乐满地度假世界,一天,桂林市,1.5,,,,
桂林独秀峰·靖江王城景区,半天,桂林市,0,,,,
南宁市青秀山旅游区,半天,南宁市,0,,,,
三亚南山文化旅游区,半天,三亚市,1,,,,
三亚南山大小洞天旅游区,半天,三亚市,1,,,,
保亭县呀诺达雨林文化旅游区,半天,三亚市,1,,,,
陵水县分界洲岛旅游区,半天,三亚市,1,,,,
保亭县海南槟榔谷黎苗文化旅游区,半天,三亚市,0.5,,,,
大足石刻景区,半天,重庆市,1.5,,,,
巫山小三峡－小小三峡旅游区,半天,重庆市,5.5,宜昌市,3,,
武隆喀斯特旅游区（天生三硚、仙女山、芙蓉洞）,两天,重庆市,3,遵义市,5,酉阳市,3
酉阳桃花源旅游景区,一天,重庆市,5.5,武隆县城,3,,
万盛黑山谷-龙鳞石海风景区,一天,重庆市,2,武隆县城,2,,
南川金佛山－神龙峡风景区,一天,重庆市,2,武隆县城,2,,
成都青城山－都江堰旅游景区,一天,成都市,1.5,,,,
乐山峨眉山景区,一天,乐山市,2,,,,
阿坝藏族羌族自治州九寨沟景区,一天,成都市,8,广元市,6.5,,
乐山乐山大佛景区,半天,乐山市,0,,,,
阿坝藏族羌族自治州松潘县黄龙风景名胜区,半天,成都市,7,阿坝藏族羌族自治州,3,,
绵阳北川羌城旅游区（中国羌城－老县城地震遗址－“5·12”特大地震纪念馆－北川羌族民俗博物馆－北川新县城－吉娜羌寨）,一天,绵阳市,1,,,,
阿坝藏族羌族自治州汶川特别旅游区（震中映秀－水磨古镇－三江生态旅游区）,一天,汶川,2,成都市,2,,
南充市阆中古城旅游景区,半天,南充市,0,,,,
广安市邓小平故里旅游区,半天,广安市,0,,,,
广元市剑门蜀道剑门关旅游景区,一天,广元市,1,绵阳市,2,,
安顺镇宁县黄果树瀑布景区,半天,安顺市,1,昆明市,5,,
安顺龙宫景区,半天,安顺市,0.5,,,,
毕节市百里杜鹃景区,一天,毕节市,1.5,贵阳市,3,遵义市,2.5
黔南布依族苗族自治州荔波樟江景区,一天,贵阳市,4,河池市,2.5,,
昆明石林风景区,半天,昆明市,1,,,,
丽江玉龙雪山景区,一天,丽江市,1,,,,
丽江古城景区,半天,丽江市,0,,,,
大理崇圣寺三塔文化旅游区,半天,大理市,0,,,,
中科院西双版纳热带植物园,一天,景洪市,1,,,,
迪庆藏族自治州香格里拉普达措国家公园,一天,香格里拉,1,,,,
拉萨布达拉宫景区,半天,拉萨市,0,,,,
拉萨大昭寺景区,半天,拉萨市,0,,,,
西安秦始皇兵马俑博物馆,半天,西安市,1,,,,
西安华清池景区,半天,西安市,0.5,,,,
延安黄陵县黄帝陵景区,半天,西安市,2.5,,,,
西安大雁塔－大唐芙蓉园景区,半天,西安市,0,,,,
渭南华阴市华山风景区,一天,西安市,2,,,,
宝鸡扶风县法门寺佛文化景区,半天,西安市,2,宝鸡市,1.5,,
嘉峪关文物景区,半天,嘉峪关市,0,,,,
平凉崆峒山风景名胜区,一天,平凉市,0,,,,
天水麦积山景区,半天,天水市,1,,,,
酒泉市敦煌沙山月牙泉景区,一天,酒泉市,0,,,,
石嘴山平罗县沙湖旅游景区,一天,银川市,1,,,,
中卫沙坡头旅游景区,半天,银川市,3,兰州市,4,,
银川镇北堡西部影视城,半天,银川市,1,,,,
银川市灵武水洞沟旅游区,半天,银川市,1,,,,
青海湖风景区,一天,西宁市,2.5,,,,
西宁市湟中县塔尔寺景区,半天,西宁市,0.5,,,,
昌吉州阜康市天山天池风景名胜区,一天,阜康市,1,乌鲁木齐市,2,,
吐鲁番葡萄沟风景区,半天,乌鲁木齐市,3,,,,
阿勒泰地区布尔津县喀纳斯景区,一天,阿勒泰市,6,,,,
伊犁地区新源县那拉提旅游风景区,一天,石河子市,6.5,奎屯市,5.5,,
阿勒泰地区富蕴县可可托海景区,一天,阜康市,8,,,,
喀什地区泽普县金胡杨景区,一天,泽普县,1,,,,
乌鲁木齐天山大峡谷,一天,乌鲁木齐市,1,,,,
巴音郭楞蒙古自治州博湖县博斯腾湖景区,一天,乌鲁木齐市,7,,,,
喀什地区噶尔老城景区,半天,喀什市,0,,,,
